guid,make,model,deviceType,connNetwork,hasWifi,width,depth,height,weight,speedMono,printDPI,speedColor,standardinputcapacity,maximuminputcapacity,hasA3,printTechnology,copy,scan,fax,hasDuplex,powerActive,listprice
CN1310,Canon,PIXMA TS6320 (white),MFD Color,FALSE,TRUE,14.2,14.9,5.6,13.89,15,4800 X 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,129.99
CN1311,Canon,PIXMA TS8320 (red),MFD Color,FALSE,TRUE,12.6,14.7,5.6,14.55,15,4800 X 1200,10,200,201,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,179.99
CN1312,Canon,PIXMA TS8320 (white),MFD Color,FALSE,TRUE,12.6,14.7,5.6,14.55,15,4800 X 1200,10,200,201,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,179.99
HP3042,Hewlett-Packard,DeskJet 3915,SF Color,TRUE,FALSE,18.3,9.5,7.8,6.8,14,4800 x 1200,10,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,86
BR0661,Brother,MFC-640CW,MFD Color,TRUE,TRUE,17.3,17.8,6.5,13.4,20,6000 X 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,200
BR0663,Brother,MFC-820CW,MFD Color,TRUE,TRUE,14.7,13.7,6.5,13.23,20,1200 X 600,15,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,100
GT0084,Gestetner,GX3000/G,SF Color,FALSE,FALSE,19.33,16.37,10.3,30.8,29,3600 X 1200,29,250,350,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,199
CN1289,Canon,PIXMA MP130,MFD Color,FALSE,FALSE,17,14.3,7.3,11.9,18,4800 X 2400,13,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,42,99.99
CN1291,Canon,PIXMA MP170,MFD Color,FALSE,FALSE,17.5,15,7.2,12.3,22,4800 X 1200,17,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,13,129
CN1294,Canon,PIXMA MP450,MFD Color,FALSE,FALSE,17.5,12.2,6.3,13.6,22,4800 X 1200,17,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,13,149
EP0637,Epson,Stylus NX215,MFD Color,FALSE,FALSE,17.7,13.5,7.2,12.6,4.4,5760 x 1440,2.1,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,11,99.99
EP0643,Epson,Stylus NX100,MFD Color,FALSE,FALSE,17.1,12.9,7.3,11.1,26,5760 x 1440,14,80,80,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,11.7,74.49
EP0633,Epson,Expression Home XP-424,MFD Color,FALSE,TRUE,15.4,11.8,5.7,9,9,5760 x 1440,4.5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,199
HP3028,Hewlett-Packard,DeskJet 3051A J611h,MFD Color,FALSE,TRUE,16.81,16,9.8,7.94,5.5,4800 x 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,47.84
HP3020,Hewlett-Packard,Envy 5661 e-AiO,MFD Color,FALSE,TRUE,17.9,16.1,6.3,15.04,22,4800 x 1200,21,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,85.4
HP3021,Hewlett-Packard,Envy 5663 e-AiO,MFD Color,FALSE,TRUE,17.9,16.1,6.3,15.04,22,4800 x 1200,21,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
CN1142,Canon,PIXMA MG6420 (white),MFD Color,FALSE,TRUE,18,14.6,5.9,14,15,4800 x 1200,9.7,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,179.99
CN1148,Canon,PIXMA MG6320,MFD Color,TRUE,TRUE,18,14.6,5.9,18.4,15,9600 x 2400,10,125,145,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN1149,Canon,PIXMA MG6320 (blue),MFD Color,TRUE,TRUE,18,14.6,5.9,18.4,15,9600 x 2400,10,125,145,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN1166,Canon,PIXMA MG6120,MFD Color,TRUE,TRUE,18.5,14.5,6.9,20.2,12.5,9600 x 2400,9.3,300,300,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN1167,Canon,PIXMA MP499,MFD Color,FALSE,TRUE,17.8,13.2,6,12.2,8.8,4800 x 1200,5,0,0,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79.99
CN1150,Canon,PIXMA MG6320 (white),MFD Color,TRUE,TRUE,18,14.6,5.9,18.4,15,9600 x 2400,10,125,145,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN1168,Canon,PIXMA iP2702,SF Color,FALSE,FALSE,17.6,9.8,5.2,7.5,7,4800 x 1200,4.8,0,0,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,11,49.99
CN1169,Canon,PIXMA iP4820,SF Color,FALSE,FALSE,17,11.7,6,12.57,11,9600 x 2400,9.3,300,300,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,17,99.99
CN1127,canon,PIXMA MG3522,MFD Color,FALSE,TRUE,18,8,18,13.5,9.9,4800 x 1200,5.7,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,79.99
CN1172,Canon,PIXMA MP270,MFD Color,FALSE,FALSE,17.8,13.2,6.1,12.3,8.4,4800 x 1200,4.8,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,199
CN1154,Canon,PIXMA MG4120,MFD Color,FALSE,TRUE,17.7,12,6,12.57,9.9,4800 x 1200,5.7,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,99.99
CN1128,canon,PIXMA MG2922,MFD Color,FALSE,TRUE,6.8,12.1,5.8,7.6,8,4800 x 600,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79.99
CN1137,Canon,PIXMA MX392,MFD Color,FALSE,FALSE,18.1,15.2,7.9,19,8.7,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,79.99
CN1138,Canon,PIXMA MX722,MFD Color,TRUE,TRUE,19.4,15.6,9.1,25.7,15,9600 x 2400,10,250,270,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,199.99
CN1139,Canon,PIXMA MG5422,MFD Color,FALSE,TRUE,18,14.6,5.9,17.5,15,9600 x 2400,10,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
CN1143,Canon,PIXMA MG5522,MFD Color,FALSE,TRUE,18,14.6,5.9,14,12.2,4800 x 1200,8.7,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
CN1144,Canon,PIXMA MG3122,MFD Color,FALSE,TRUE,17.7,12,6,12.1,9.2,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,20,79.99
CN1145,Canon,PIXMA MX372,MFD Color,FALSE,FALSE,18.1,15.2,7.9,18.5,8.7,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,79.99
CN1146,Canon,PIXMA MX439,MFD Color,FALSE,FALSE,18.1,15.2,7.9,18.7,9.7,4800 x 1200,5.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,99.99
CN1147,Canon,PIXMA MX712,MFD Color,TRUE,TRUE,19.4,17.7,8.6,25.7,12.5,9600 x 2400,9.3,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,199.99
CN1157,Canon,PIXMA MX882,MFD Color,TRUE,TRUE,19.4,17.7,8.6,25.7,12.5,9600 x 2400,9.3,300,300,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,199.99
CN1158,Canon,PIXMA iP4920,SF Color,FALSE,FALSE,17,11.7,6,12.57,12.5,9600 x 2400,9.3,300,300,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,0,99.99
CN1165,canon,PIXMA MG5120,MFD Color,FALSE,FALSE,17.9,14.5,6.3,17.1,9.7,9600 x 2400,6.1,300,300,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,18,79.99
CN1109,Canon,PIXMA TS3122,MFD Color,FALSE,TRUE,12.5,17.2,5.8,8.6,7.7,4800 x 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,35
CN1110,Canon,PIXMA MG3022,MFD Color,FALSE,TRUE,0,0,0,0,8,4800 x 600,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,29.99
CN1111,Canon,PIXMA MG2522,MFD Color,FALSE,FALSE,0,0,0,0,8,4800 x 600,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,34.88
CN1112,Canon,PIXMA TS8020 (brown),MFD Color,FALSE,TRUE,14.7,12.8,5.5,14.3,15,2400 x 4800,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,179.99
CN1113,Canon,PIXMA TS8020 (white),MFD Color,FALSE,TRUE,14.7,12.8,5.5,14.3,15,2400 x 4800,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,179.99
CN1114,Canon,PIXMA TS8020 (black),MFD Color,FALSE,TRUE,14.7,12.8,5.5,14.3,15,2400 x 4800,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,179.99
CN1118,Canon,PIXMA MX492 (white),MFD Color,FALSE,TRUE,17.2,11.7,7.5,13,8.8,4800 x 1200,4.4,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,99.99
